Mldg #,Width,Rabbet Height,Lip Size,Length,Chop,Join,Group,Description,UPC
129M2,0.375,1.312,0.156,8.14,11.23,15.16,Wood,Medium Grey #129 Maple,
FC-129M2,0.375,1.312,0.156,,,27.3,Wood,FC Medium Grey #129 Maple,
129M3,0.375,1.312,0.156,8.14,11.23,15.16,Wood,Dark Grey #129 Maple,
FC-129M3,0.375,1.312,0.156,,,27.3,Wood,FC Dark Grey #129 Maple,
129M9,0.375,1.312,0.156,8.14,11.23,15.16,Wood,Wheat #129 Maple,
FC-129M9,0.375,1.312,0.156,,,27.3,Wood,FC Wheat #129 Maple,
129WR,0.375,1.312,0.156,8.42,12.29,18.43,Wood,Raw #129 Walnut,
FC-129WR,0.375,1.312,0.156,,,31.54,Wood,FC Raw #129 Walnut,
129WF,0.375,1.312,0.156,13.01,18.99,25.64,Wood,Oil & Wax #129 Walnut,
FC-129WF,0.375,1.312,0.156,,,32.23,Wood,FC Oil & Wax #129 Walnut,
129WP,0.375,1.312,0.156,13.85,20.22,27.3,Wood,Padauk #129 Walnut,
FC-129WP,0.375,1.312,0.156,,,32.92,Wood,FC Padauk #129 Walnut,
129WB,0.375,1.312,0.156,13.85,20.22,27.3,Wood,Special Dark #129 Walnut,
FC-129WB,0.375,1.312,0.156,,,32.92,Wood,FC Special Dark #129 Walnut,
129WE,0.375,1.312,0.156,13.01,18.99,25.64,Wood,Ebony #129 Walnut,
FC-129WE,0.375,1.312,0.156,,,32.92,Wood,FC Ebony #129 Walnut,
129WK,0.375,1.312,0.156,12.22,17.84,24.08,Wood,Satin Black #129 Walnut,
FC-129WK,0.375,1.312,0.156,,,32.23,Wood,FC Satin Black #129 Walnut,
129W1,0.375,1.312,0.156,12.22,17.84,24.08,Wood,Light Grey #129 Walnut,
FC-129W1,0.375,1.312,0.156,,,32.23,Wood,FC Light Grey #129 Walnut,
129W2,0.375,1.312,0.156,12.22,17.84,24.08,Wood,Medium Grey #129 Walnut,
FC-129W2,0.375,1.312,0.156,,,32.23,Wood,FC Medium Grey #129 Walnut,
129W3,0.375,1.312,0.156,12.22,17.84,24.08,Wood,Dark Grey #129 Walnut,
FC-129W3,0.375,1.312,0.156,,,32.23,Wood,FC Dark Grey #129 Walnut,
129VR,0.375,1.312,0.156,5.8,9.57,14.36,Wood,Raw #129 White Oak,
FC-129VR,0.375,1.312,0.156,,,30.2,Wood,FC Raw #129 White Oak,
129VF,0.375,1.312,0.156,9.06,14.95,20.18,Wood,Oil & Wax #129 White Oak,
FC-129VF,0.375,1.312,0.156,,,30.88,Wood,FC Oil & Wax #129 White Oak,
129VL,0.375,1.312,0.156,9.33,15.39,20.78,Wood,Clear Lacquer #129 White Oak,
FC-129VL,0.375,1.312,0.156,,,30.88,Wood,FC Clear Lacquer #129 White Oak,
129VC,0.375,1.312,0.156,11.23,18.53,25.02,Wood,Charcoal #129 White Oak,
FC-129VC,0.375,1.312,0.156,,,31.57,Wood,FC Charcoal #129 White Oak,
129VM,0.375,1.312,0.156,11.23,18.53,25.02,Wood,Mission #129 White Oak,
FC-129VM,0.375,1.312,0.156,,,31.57,Wood,FC Mission #129 White Oak,
129V7,0.375,1.312,0.156,11.23,18.53,25.02,Wood,Bleached #129 White Oak,
FC-129V7,0.375,1.312,0.156,,,31.57,Wood,FC Bleached #129 White Oak,
134AR,0.75,1.312,0.25,3.67,5.21,7.82,Wood,Raw #134 Ash,
FC-134AR,0.75,1.312,0.25,,,24.46,Wood,FC Raw #134 Ash,
134AF,0.75,1.312,0.25,6.93,9.84,13.28,Wood,Oil & Wax #134 Ash,
FC-134AF,0.75,1.312,0.25,,,25.15,Wood,FC Oil & Wax #134 Ash,
134AL,0.75,1.312,0.25,7.47,10.61,14.32,Wood,Clear Lacquer #134 Ash,
FC-134AL,0.75,1.312,0.25,,,25.15,Wood,FC Clear Lacquer #134 Ash,
134AW,0.75,1.312,0.25,9.37,13.31,17.97,Wood,WhiteWash #134 Ash,
FC-134AW,0.75,1.312,0.25,,,25.84,Wood,FC WhiteWash #134 Ash,
134AT,0.75,1.312,0.25,9.37,13.31,17.97,Wood,White #134 Ash,
FC-134AT,0.75,1.312,0.25,,,27.21,Wood,FC White #134 Ash,
134AK,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Satin Black #134 Ash,
FC-134AK,0.75,1.312,0.25,,,27.21,Wood,FC Satin Black #134 Ash,
134AA,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Warm White #134 Ash,
FC-134AA,0.75,1.312,0.25,,,27.21,Wood,FC Warm White #134 Ash,
134AC,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Charcoal #134 Ash,
FC-134AC,0.75,1.312,0.25,,,27.21,Wood,FC Charcoal #134 Ash,
134AI,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Rising White #134 Ash,
FC-134AI,0.75,1.312,0.25,,,27.21,Wood,FC Rising White #134 Ash,
134A1,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Light Grey #134 Ash,
FC-134A1,0.75,1.312,0.25,,,27.21,Wood,FC Light Grey #134 Ash,
134A2,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Medium Grey #134 Ash,
FC-134A2,0.75,1.312,0.25,,,27.21,Wood,FC Medium Grey #134 Ash,
134A3,0.75,1.312,0.25,9.37,13.31,17.97,Wood,Dark Grey #134 Ash,
FC-134A3,0.75,1.312,0.25,,,27.21,Wood,FC Dark Grey #134 Ash,
134CR,0.75,1.312,0.25,4.06,6.09,9.14,Wood,Raw #134 Cherry,
FC-134CR,0.75,1.312,0.25,,,25.34,Wood,FC Raw #134 Cherry,
134CF,0.75,1.312,0.25,7.59,11.38,15.36,Wood,Oil & Wax #134 Cherry,
FC-134CF,0.75,1.312,0.25,,,26.03,Wood,FC Oil & Wax #134 Cherry,
134CL,0.75,1.312,0.25,9.49,14.24,19.22,Wood,Clear Lacquer #134 Cherry,
FC-134CL,0.75,1.312,0.25,,,27.4,Wood,FC Clear Lacquer #134 Cherry,
134CG,0.75,1.312,0.25,9.49,14.24,19.22,Wood,Aged #134 Cherry,
FC-134CG,0.75,1.312,0.25,,,27.4,Wood,FC Aged #134 Cherry,
134CQ,0.75,1.312,0.25,9.49,14.24,19.22,Wood,Antique #134 Cherry,
FC-134CQ,0.75,1.312,0.25,,,27.4,Wood,FC Antique #134 Cherry,
134CD,0.75,1.312,0.25,9.49,14.24,19.22,Wood,Black Cherry #134 Cherry,
FC-134CD,0.75,1.312,0.25,,,28.09,Wood,FC Black Cherry #134 Cherry,
134MR,0.75,1.312,0.25,4.34,6.16,9.24,Wood,Raw #134 Maple,
FC-134MR,0.75,1.312,0.25,,,25.41,Wood,FC Raw #134 Maple,
134MF,0.75,1.312,0.25,7.6,10.79,14.57,Wood,Oil & Wax #134 Maple,
FC-134MF,0.75,1.312,0.25,,,26.1,Wood,FC Oil & Wax #134 Maple,
134ML,0.75,1.312,0.25,7.87,11.18,15.09,Wood,Clear Lacquer #134 Maple,
FC-134ML,0.75,1.312,0.25,,,26.1,Wood,FC Clear Lacquer #134 Maple,
134MW,0.75,1.312,0.25,8.93,12.68,17.12,Wood,WhiteWash #134 Maple,
FC-134MW,0.75,1.312,0.25,,,26.79,Wood,FC WhiteWash #134 Maple,
134MT,0.75,1.312,0.25,8.14,11.56,15.61,Wood,White #134 Maple,
FC-134MT,0.75,1.312,0.25,,,27.47,Wood,FC White #134 Maple,
134MK,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Satin Black #134 Maple,
FC-134MK,0.75,1.312,0.25,,,27.47,Wood,FC Satin Black #134 Maple,
134MA,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Warm White #134 Maple,
FC-134MA,0.75,1.312,0.25,,,27.47,Wood,FC Warm White #134 Maple,
134MI,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Rising White #134 Maple,
FC-134MI,0.75,1.312,0.25,,,27.47,Wood,FC Rising White #134 Maple,
134M1,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Light Grey #134 Maple,
FC-134M1,0.75,1.312,0.25,,,27.47,Wood,FC Light Grey #134 Maple,
134M2,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Medium Grey #134 Maple,
FC-134M2,0.75,1.312,0.25,,,27.47,Wood,FC Medium Grey #134 Maple,
134M3,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Dark Grey #134 Maple,
FC-134M3,0.75,1.312,0.25,,,27.47,Wood,FC Dark Grey #134 Maple,
134M9,0.75,1.312,0.25,8.14,11.56,15.61,Wood,Wheat #134 Maple,
FC-134M9,0.75,1.312,0.25,,,27.47,Wood,FC Wheat #134 Maple,
134WR,0.75,1.312,0.25,8.42,12.63,18.94,Wood,Raw #134 Walnut,
FC-134WR,0.75,1.312,0.25,,,31.88,Wood,FC Raw #134 Walnut,
134WF,0.75,1.312,0.25,13.01,19.52,26.35,Wood,Oil & Wax #134 Walnut,
FC-134WF,0.75,1.312,0.25,,,32.57,Wood,FC Oil & Wax #134 Walnut,
134WP,0.75,1.312,0.25,13.85,20.78,28.05,Wood,Padauk #134 Walnut,
FC-134WP,0.75,1.312,0.25,,,33.26,Wood,FC Padauk #134 Walnut,
134WB,0.75,1.312,0.25,13.85,20.78,28.05,Wood,Special Dark #134 Walnut,
FC-134WB,0.75,1.312,0.25,,,33.26,Wood,FC Special Dark #134 Walnut,
134WE,0.75,1.312,0.25,13.01,19.52,26.35,Wood,Ebony #134 Walnut,
FC-134WE,0.75,1.312,0.25,,,33.26,Wood,FC Ebony #134 Walnut,
134WK,0.75,1.312,0.25,12.22,18.33,24.75,Wood,Satin Black #134 Walnut,
FC-134WK,0.75,1.312,0.25,,,32.57,Wood,FC Satin Black #134 Walnut,
134W1,0.75,1.312,0.25,12.22,18.33,24.75,Wood,Light Grey #134 Walnut,
FC-134W1,0.75,1.312,0.25,,,32.57,Wood,FC Light Grey #134 Walnut,
134W2,0.75,1.312,0.25,12.22,18.33,24.75,Wood,Medium Grey #134 Walnut,
FC-134W2,0.75,1.312,0.25,,,32.57,Wood,FC Medium Grey #134 Walnut,
134W3,0.75,1.312,0.25,12.22,18.33,24.75,Wood,Dark Grey #134 Walnut,
FC-134W3,0.75,1.312,0.25,,,32.57,Wood,FC Dark Grey #134 Walnut,
134VR,0.75,1.312,0.25,5.8,9.57,14.36,Wood,Raw #134 White Oak,
FC-134VR,0.75,1.312,0.25,,,30.2,Wood,FC Raw #134 White Oak,
134VF,0.75,1.312,0.25,9.06,14.95,20.18,Wood,Oil & Wax #134 White Oak,
FC-134VF,0.75,1.312,0.25,,,30.88,Wood,FC Oil & Wax #134 White Oak,
134VL,0.75,1.312,0.25,9.33,15.39,20.78,Wood,Clear Lacquer #134 White Oak,
FC-134VL,0.75,1.312,0.25,,,30.88,Wood,FC Clear Lacquer #134 White Oak,
134VC,0.75,1.312,0.25,11.23,18.53,25.02,Wood,Charcoal #134 White Oak,
FC-134VC,0.75,1.312,0.25,,,31.57,Wood,FC Charcoal #134 White Oak,
134VM,0.75,1.312,0.25,11.23,18.53,25.02,Wood,Mission #134 White Oak,
FC-134VM,0.75,1.312,0.25,,,31.57,Wood,FC Mission #134 White Oak,
134V7,0.75,1.312,0.25,11.23,18.53,25.02,Wood,Bleached #134 White Oak,
FC-134V7,0.75,1.312,0.25,,,31.57,Wood,FC Bleached #134 White Oak,
922AR,0.375,2.625,0,9.84,14.37,22.99,Wood,Raw #922 Ash,
FC-922AR,0.375,2.625,0,,,35,Wood,FC Raw #922 Ash,
922AF,0.375,2.625,0,13.37,19.52,27.33,Wood,Oil & Wax #922 Ash,
FC-922AF,0.375,2.625,0,,,35.68,Wood,FC Oil & Wax #922 Ash,
922AL,0.375,2.625,0,14.43,21.07,29.5,Wood,Clear Lacquer #922 Ash,
FC-922AL,0.375,2.625,0,,,35.68,Wood,FC Clear Lacquer #922 Ash,
922AW,0.375,2.625,0,15.54,22.69,31.77,Wood,WhiteWash #922 Ash,
FC-922AW,0.375,2.625,0,,,36.37,Wood,FC WhiteWash #922 Ash,
922AT,0.375,2.625,0,15.54,22.69,31.77,Wood,White #922 Ash,
FC-922AT,0.375,2.625,0,,,37.75,Wood,FC White #922 Ash,
922AK,0.375,2.625,0,15.54,22.69,31.77,Wood,Satin Black #922 Ash,
FC-922AK,0.375,2.625,0,,,37.75,Wood,FC Satin Black #922 Ash,
922AA,0.375,2.625,0,15.54,22.69,31.77,Wood,Warm White #922 Ash,
FC-922AA,0.375,2.625,0,,,37.75,Wood,FC Warm White #922 Ash,
922AC,0.375,2.625,0,15.54,22.69,31.77,Wood,Charcoal #922 Ash,
FC-922AC,0.375,2.625,0,,,37.75,Wood,FC Charcoal #922 Ash,
922AI,0.375,2.625,0,15.54,22.69,31.77,Wood,Rising White #922 Ash,
FC-922AI,0.375,2.625,0,,,37.75,Wood,FC Rising White #922 Ash,
922A1,0.375,2.625,0,15.54,22.69,31.77,Wood,Light Grey #922 Ash,
FC-922A1,0.375,2.625,0,,,37.75,Wood,FC Light Grey #922 Ash,
922A2,0.375,2.625,0,15.54,22.69,31.77,Wood,Medium Grey #922 Ash,
FC-922A2,0.375,2.625,0,,,37.75,Wood,FC Medium Grey #922 Ash,
922A3,0.375,2.625,0,15.54,22.69,31.77,Wood,Dark Grey #922 Ash,
FC-922A3,0.375,2.625,0,,,37.75,Wood,FC Dark Grey #922 Ash,
922CR,0.375,2.625,0,10.93,16.4,26.24,Wood,Raw #922 Cherry,
FC-922CR,0.375,2.625,0,,,37.71,Wood,FC Raw #922 Cherry,
922CF,0.375,2.625,0,14.73,22.1,30.94,Wood,Oil & Wax #922 Cherry,
FC-922CF,0.375,2.625,0,,,38.4,Wood,FC Oil & Wax #922 Cherry,
922CL,0.375,2.625,0,16.63,24.94,34.92,Wood,Clear Lacquer #922 Cherry,
FC-922CL,0.375,2.625,0,,,39.78,Wood,FC Clear Lacquer #922 Cherry,
922CG,0.375,2.625,0,16.63,24.94,34.92,Wood,Aged #922 Cherry,
FC-922CG,0.375,2.625,0,,,39.78,Wood,FC Aged #922 Cherry,
922CQ,0.375,2.625,0,16.63,24.94,34.92,Wood,Antique #922 Cherry,
FC-922CQ,0.375,2.625,0,,,39.78,Wood,FC Antique #922 Cherry,
922CD,0.375,2.625,0,16.63,24.94,34.92,Wood,Black Cherry #922 Cherry,
FC-922CD,0.375,2.625,0,,,40.46,Wood,FC Black Cherry #922 Cherry,
922MR,0.375,2.625,0,11.37,16.15,25.84,Wood,Raw #922 Maple,
FC-922MR,0.375,2.625,0,,,37.46,Wood,FC Raw #922 Maple,
922MF,0.375,2.625,0,14.9,21.16,29.62,Wood,Oil & Wax #922 Maple,
FC-922MF,0.375,2.625,0,,,38.15,Wood,FC Oil & Wax #922 Maple,
922ML,0.375,2.625,0,15.17,21.54,30.16,Wood,Clear Lacquer #922 Maple,
FC-922ML,0.375,2.625,0,,,38.15,Wood,FC Clear Lacquer #922 Maple,
922MW,0.375,2.625,0,16.8,23.86,33.4,Wood,WhiteWash #922 Maple,
FC-922MW,0.375,2.625,0,,,38.84,Wood,FC WhiteWash #922 Maple,
922MT,0.375,2.625,0,15.96,22.66,31.72,Wood,White #922 Maple,
FC-922MT,0.375,2.625,0,,,39.53,Wood,FC White #922 Maple,
922MK,0.375,2.625,0,15.96,22.66,31.72,Wood,Satin Black #922 Maple,
FC-922MK,0.375,2.625,0,,,39.53,Wood,FC Satin Black #922 Maple,
922MA,0.375,2.625,0,15.96,22.66,31.72,Wood,Warm White #922 Maple,
FC-922MA,0.375,2.625,0,,,39.53,Wood,FC Warm White #922 Maple,
922MI,0.375,2.625,0,15.96,22.66,31.72,Wood,Rising White #922 Maple,
FC-922MI,0.375,2.625,0,,,39.53,Wood,FC Rising White #922 Maple,
922M1,0.375,2.625,0,15.96,22.66,31.72,Wood,Light Grey #922 Maple,
FC-922M1,0.375,2.625,0,,,39.53,Wood,FC Light Grey #922 Maple,
922M2,0.375,2.625,0,15.96,22.66,31.72,Wood,Medium Grey #922 Maple,
FC-922M2,0.375,2.625,0,,,39.53,Wood,FC Medium Grey #922 Maple,
922M3,0.375,2.625,0,15.96,22.66,31.72,Wood,Dark Grey #922 Maple,
FC-922M3,0.375,2.625,0,,,39.53,Wood,FC Dark Grey #922 Maple,
922M9,0.375,2.625,0,15.96,22.66,31.72,Wood,Wheat #922 Maple,
FC-922M9,0.375,2.625,0,,,39.53,Wood,FC Wheat #922 Maple,
922WR,0.375,2.625,0,20.11,30.16,48.26,Wood,Raw #922 Walnut,
FC-922WR,0.375,2.625,0,,,54.22,Wood,FC Raw #922 Walnut,
922WF,0.375,2.625,0,25.54,38.31,53.63,Wood,Oil & Wax #922 Walnut,
FC-922WF,0.375,2.625,0,,,65.16,Wood,FC Oil & Wax #922 Walnut,
922WP,0.375,2.625,0,25.81,38.71,54.19,Wood,Padauk #922 Walnut,
FC-922WP,0.375,2.625,0,,,70.16,Wood,FC Padauk #922 Walnut,
922WB,0.375,2.625,0,25.81,38.71,54.19,Wood,Special Dark #922 Walnut,
FC-922WB,0.375,2.625,0,,,70.16,Wood,FC Special Dark #922 Walnut,
922WE,0.375,2.625,0,25.54,38.31,53.63,Wood,Ebony #922 Walnut,
FC-922WE,0.375,2.625,0,,,70.16,Wood,FC Ebony #922 Walnut,
922WK,0.375,2.625,0,24.7,37.05,51.87,Wood,Satin Black #922 Walnut,
FC-922WK,0.375,2.625,0,,,65.16,Wood,FC Satin Black #922 Walnut,
922W1,0.375,2.625,0,24.7,37.05,51.87,Wood,Light Grey #922 Walnut,
FC-922W1,0.375,2.625,0,,,65.16,Wood,FC Light Grey #922 Walnut,
922W2,0.375,2.625,0,24.7,37.05,51.87,Wood,Medium Grey #922 Walnut,
FC-922W2,0.375,2.625,0,,,65.16,Wood,FC Medium Grey #922 Walnut,
922W3,0.375,2.625,0,24.7,37.05,51.87,Wood,Dark Grey #922 Walnut,
FC-922W3,0.375,2.625,0,,,65.16,Wood,FC Dark Grey #922 Walnut,
922VR,0.375,2.625,0,15.48,25.54,40.86,Wood,Raw #922 White Oak,
FC-922VR,0.375,2.625,0,,,48.92,Wood,FC Raw #922 White Oak,
922VF,0.375,2.625,0,18.74,30.92,43.29,Wood,Oil & Wax #922 White Oak,
FC-922VF,0.375,2.625,0,,,49.6,Wood,FC Oil & Wax #922 White Oak,
922VL,0.375,2.625,0,19.28,31.81,44.53,Wood,Clear Lacquer #922 White Oak,
FC-922VL,0.375,2.625,0,,,49.6,Wood,FC Clear Lacquer #922 White Oak,
922VC,0.375,2.625,0,20.91,34.5,48.3,Wood,Charcoal #922 White Oak,
FC-922VC,0.375,2.625,0,,,60.54,Wood,FC Charcoal #922 White Oak,
922VM,0.375,2.625,0,20.91,34.5,48.3,Wood,Mission #922 White Oak,
FC-922VM,0.375,2.625,0,,,60.54,Wood,FC Mission #922 White Oak,
922V7,0.375,2.625,0,20.91,34.5,48.3,Wood,Bleached #922 White Oak,
FC-922V7,0.375,2.625,0,,,60.54,Wood,FC Bleached #922 White Oak,
964-200BR,2,0,0,1.83,2.74,4.11,Wood,Raw #964-200 Basswood,
966-200BR,2,0,0,2.15,3.22,4.83,Wood,Raw #966-200 Basswood,
968-200BR,2,0,0,2.74,4.11,6.17,Wood,Raw #968-200 Basswood,
121AR,0.375,1.062,0.15625,3.37,4.79,7.66,Wood,Raw #121 Ash,
FC-121AR,0.375,1.062,0.15625,,,24.04,Wood,FC Raw #121 Ash,
121AF,0.375,1.062,0.15625,6.63,9.41,13.17,Wood,Oil & Wax #121 Ash,
FC-121AF,0.375,1.062,0.15625,,,24.73,Wood,FC Oil & Wax #121 Ash,
121AL,0.375,1.062,0.15625,7.17,10.18,14.25,Wood,Clear Lacquer #121 Ash,
FC-121AL,0.375,1.062,0.15625,,,24.73,Wood,FC Clear Lacquer #121 Ash,
121AW,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,WhiteWash #121 Ash,
FC-121AW,0.375,1.062,0.15625,,,25.42,Wood,FC WhiteWash #121 Ash,
121AT,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,White #121 Ash,
FC-121AT,0.375,1.062,0.15625,,,26.79,Wood,FC White #121 Ash,
121AK,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Satin Black #121 Ash,
FC-121AK,0.375,1.062,0.15625,,,26.79,Wood,FC Satin Black #121 Ash,
121AA,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Warm White #121 Ash,
FC-121AA,0.375,1.062,0.15625,,,26.79,Wood,FC Warm White #121 Ash,
121AC,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Charcoal #121 Ash,
FC-121AC,0.375,1.062,0.15625,,,26.79,Wood,FC Charcoal #121 Ash,
121AI,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Rising White #121 Ash,
FC-121AI,0.375,1.062,0.15625,,,26.79,Wood,FC Rising White #121 Ash,
121A1,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Light Grey #121 Ash,
FC-121A1,0.375,1.062,0.15625,,,26.79,Wood,FC Light Grey #121 Ash,
121A2,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Medium Grey #121 Ash,
FC-121A2,0.375,1.062,0.15625,,,26.79,Wood,FC Medium Grey #121 Ash,
121A3,0.375,1.062,0.15625,9.07,12.88,18.03,Wood,Dark Grey #121 Ash,
FC-121A3,0.375,1.062,0.15625,,,26.79,Wood,FC Dark Grey #121 Ash,
121CR,0.375,1.062,0.15625,3.61,5.27,8.43,Wood,Raw #121 Cherry,
FC-121CR,0.375,1.062,0.15625,,,24.52,Wood,FC Raw #121 Cherry,
121CF,0.375,1.062,0.15625,7.14,10.42,14.59,Wood,Oil & Wax #121 Cherry,
FC-121CF,0.375,1.062,0.15625,,,25.21,Wood,FC Oil & Wax #121 Cherry,
121CL,0.375,1.062,0.15625,9.04,13.2,18.48,Wood,Clear Lacquer #121 Cherry,
FC-121CL,0.375,1.062,0.15625,,,26.58,Wood,FC Clear Lacquer #121 Cherry,
121CG,0.375,1.062,0.15625,9.04,13.2,18.48,Wood,Aged #121 Cherry,
FC-121CG,0.375,1.062,0.15625,,,26.58,Wood,FC Aged #121 Cherry,
121CQ,0.375,1.062,0.15625,9.04,13.2,18.48,Wood,Antique #121 Cherry,
FC-121CQ,0.375,1.062,0.15625,,,26.58,Wood,FC Antique #121 Cherry,
121CD,0.375,1.062,0.15625,9.04,13.2,18.48,Wood,Black Cherry #121 Cherry,
FC-121CD,0.375,1.062,0.15625,,,27.27,Wood,FC Black Cherry #121 Cherry,
121MR,0.375,1.062,0.15625,4.11,5.67,9.07,Wood,Raw #121 Maple,
FC-121MR,0.375,1.062,0.15625,,,24.92,Wood,FC Raw #121 Maple,
121MF,0.375,1.062,0.15625,7.37,10.17,14.24,Wood,Oil & Wax #121 Maple,
FC-121MF,0.375,1.062,0.15625,,,25.61,Wood,FC Oil & Wax #121 Maple,
121ML,0.375,1.062,0.15625,7.64,10.54,14.76,Wood,Clear Lacquer #121 Maple,
FC-121ML,0.375,1.062,0.15625,,,25.61,Wood,FC Clear Lacquer #121 Maple,
121MW,0.375,1.062,0.15625,8.7,12.01,16.81,Wood,WhiteWash #121 Maple,
FC-121MW,0.375,1.062,0.15625,,,26.3,Wood,FC WhiteWash #121 Maple,
121MT,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,White #121 Maple,
FC-121MT,0.375,1.062,0.15625,,,26.98,Wood,FC White #121 Maple,
121MK,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Satin Black #121 Maple,
FC-121MK,0.375,1.062,0.15625,,,26.98,Wood,FC Satin Black #121 Maple,
121MA,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Warm White #121 Maple,
FC-121MA,0.375,1.062,0.15625,,,26.98,Wood,FC Warm White #121 Maple,
121MI,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Rising White #121 Maple,
FC-121MI,0.375,1.062,0.15625,,,26.98,Wood,FC Rising White #121 Maple,
121M1,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Light Grey #121 Maple,
FC-121M1,0.375,1.062,0.15625,,,26.98,Wood,FC Light Grey #121 Maple,
121M2,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Medium Grey #121 Maple,
FC-121M2,0.375,1.062,0.15625,,,26.98,Wood,FC Medium Grey #121 Maple,
121M3,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Dark Grey #121 Maple,
FC-121M3,0.375,1.062,0.15625,,,26.98,Wood,FC Dark Grey #121 Maple,
121M9,0.375,1.062,0.15625,7.91,10.92,15.29,Wood,Wheat #121 Maple,
FC-121M9,0.375,1.062,0.15625,,,26.98,Wood,FC Wheat #121 Maple,
121WR,0.375,1.062,0.15625,7.81,11.4,18.24,Wood,Raw #121 Walnut,
FC-121WR,0.375,1.062,0.15625,,,30.65,Wood,FC Raw #121 Walnut,
121WF,0.375,1.062,0.15625,12.4,18.1,25.34,Wood,Oil & Wax #121 Walnut,
FC-121WF,0.375,1.062,0.15625,,,31.34,Wood,FC Oil & Wax #121 Walnut,
121WP,0.375,1.062,0.15625,13.24,19.33,27.06,Wood,Padauk #121 Walnut,
FC-121WP,0.375,1.062,0.15625,,,32.03,Wood,FC Padauk #121 Walnut,
121WB,0.375,1.062,0.15625,13.24,19.33,27.06,Wood,Special Dark #121 Walnut,
FC-121WB,0.375,1.062,0.15625,,,32.03,Wood,FC Special Dark #121 Walnut,
121WE,0.375,1.062,0.15625,12.4,18.1,25.34,Wood,Ebony #121 Walnut,
FC-121WE,0.375,1.062,0.15625,,,32.03,Wood,FC Ebony #121 Walnut,
121WK,0.375,1.062,0.15625,11.61,16.95,23.73,Wood,Satin Black #121 Walnut,
FC-121WK,0.375,1.062,0.15625,,,31.34,Wood,FC Satin Black #121 Walnut,
121W1,0.375,1.062,0.15625,11.61,16.95,23.73,Wood,Light Grey #121 Walnut,
FC-121W1,0.375,1.062,0.15625,,,31.34,Wood,FC Light Grey #121 Walnut,
121W2,0.375,1.062,0.15625,11.61,16.95,23.73,Wood,Medium Grey #121 Walnut,
FC-121W2,0.375,1.062,0.15625,,,31.34,Wood,FC Medium Grey #121 Walnut,
121W3,0.375,1.062,0.15625,11.61,16.95,23.73,Wood,Dark Grey #121 Walnut,
FC-121W3,0.375,1.062,0.15625,,,31.34,Wood,FC Dark Grey #121 Walnut,
121VR,0.375,1.062,0.15625,5.44,8.98,14.37,Wood,Raw #121 White Oak,
FC-121VR,0.375,1.062,0.15625,,,29.61,Wood,FC Raw #121 White Oak,
121VF,0.375,1.062,0.15625,8.7,14.35,20.09,Wood,Oil & Wax #121 White Oak,
FC-121VF,0.375,1.062,0.15625,,,30.29,Wood,FC Oil & Wax #121 White Oak,
121VL,0.375,1.062,0.15625,8.97,14.8,20.72,Wood,Clear Lacquer #121 White Oak,
FC-121VL,0.375,1.062,0.15625,,,30.29,Wood,FC Clear Lacquer #121 White Oak,
121VC,0.375,1.062,0.15625,10.87,17.94,25.12,Wood,Charcoal #121 White Oak,
FC-121VC,0.375,1.062,0.15625,,,30.98,Wood,FC Charcoal #121 White Oak,
121VM,0.375,1.062,0.15625,10.87,17.94,25.12,Wood,Mission #121 White Oak,
FC-121VM,0.375,1.062,0.15625,,,30.98,Wood,FC Mission #121 White Oak,
121V7,0.375,1.062,0.15625,10.87,17.94,25.12,Wood,Bleached #121 White Oak,
FC-121V7,0.375,1.062,0.15625,,,30.98,Wood,FC Bleached #121 White Oak,
188AR,1,2.5,0.3125,7.32,10.69,17.1,Wood,Raw #188 Ash,
FC-188AR,1,2.5,0.3125,,,31.32,Wood,FC Raw #188 Ash,
188AF,1,2.5,0.3125,10.85,15.84,22.18,Wood,Oil & Wax #188 Ash,
